Name	City	Country	IATA	ICAO	Elev	
Kotakoli Airport	Kotakoli	Congo (Kinshasa)	KLI	FZFP	1	Africa/Kinshasa
Lisala Airport	Lisala	Congo (Kinshasa)	LIQ	FZGA	1	Africa/Kinshasa
Bangoka International Airport	Kisangani	Congo (Kinshasa)	FKI	FZIC	2	Africa/Lubumbashi
Matari Airport	Isiro	Congo (Kinshasa)	IRP	FZJH	2	Africa/Lubumbashi
Bunia Airport	Bunia	Congo (Kinshasa)	BUX	FZKA	2	Africa/Lubumbashi
Buta Zega Airport	Buta Zega	Congo (Kinshasa)	BZU	FZKJ	2	Africa/Lubumbashi
Bukavu Kavumu Airport	Bukavu/kavumu	Congo (Kinshasa)	BKY	FZMA	2	Africa/Lubumbashi
Goma International Airport	Goma	Congo (Kinshasa)	GOM	FZNA	2	Africa/Kigali
Kindu Airport	Kindu	Congo (Kinshasa)	KND	FZOA	2	Africa/Lubumbashi
Lubumbashi International Airport	Lubumashi	Congo (Kinshasa)	FBM	FZQA	2	Africa/Lubumbashi
Kolwezi Airport	Kolwezi	Congo (Kinshasa)	KWZ	FZQM	2	Africa/Lubumbashi
Kalemie Airport	Kalemie	Congo (Kinshasa)	FMI	FZRF	2	Africa/Lubumbashi
Kamina Base Airport	Kamina Base	Congo (Kinshasa)	KMN	FZSA	2	Africa/Lubumbashi
Kananga Airport	Kananga	Congo (Kinshasa)	KGA	FZUA	2	Africa/Lubumbashi
Mbuji Mayi Airport	Mbuji-mayi	Congo (Kinshasa)	MJM	FZWA	2	Africa/Lubumbashi
Modibo Keita International Airport	Bamako	Mali	BKO	GABS	0	Africa/Bamako
Gao Airport	Gao	Mali	GAQ	GAGO	0	Africa/Bamako
Kayes Dag Dag Airport	Kayes	Mali	KYS	GAKY	0	Africa/Bamako
Mopti Airport	Mopti	Mali	MZI	GAMB	0	Africa/Bamako
Timbuktu Airport	Tombouctou	Mali	TOM	GATB	0	Africa/Bamako
Tessalit Airport	Tessalit	Mali	\N	GATS	0	Africa/Bamako
Banjul International Airport	Banjul	Gambia	BJL	GBYD	0	Africa/Banjul
Fuerteventura Airport	Fuerteventura	Spain	FUE	GCFV	0	Atlantic/Canary
Hierro Airport	Hierro	Spain	VDE	GCHI	0	Atlantic/Canary
La Palma Airport	Santa Cruz De La Palma	Spain	SPC	GCLA	0	Atlantic/Canary
Gran Canaria Airport	Gran Canaria	Spain	LPA	GCLP	0	Atlantic/Canary
Lanzarote Airport	Arrecife	Spain	ACE	GCRR	0	Atlantic/Canary
Tenerife South Airport	Tenerife	Spain	TFS	GCTS	0	Atlantic/Canary
Tenerife Norte Airport	Tenerife	Spain	TFN	GCXO	0	Atlantic/Canary
Melilla Airport	Melilla	Spain	MLN	GEML	1	Europe/Madrid
Lungi International Airport	Freetown	Sierra Leone	FNA	GFLL	0	Africa/Freetown
Cufar Airport	Cufar	Guinea-Bissau	\N	GGCF	0	Africa/Bissau
Spriggs Payne Airport	Monrovia	Liberia	MLW	GLMR	0	Africa/Monrovia
Roberts International Airport	Monrovia	Liberia	ROB	GLRB	0	Africa/Monrovia
Al Massira Airport	Agadir	Morocco	AGA	GMAD	0	Africa/Casablanca
Tan Tan Airport	Tan Tan	Morocco	TTA	GMAT	0	Africa/Casablanca
Saïss Airport	Fes	Morocco	FEZ	GMFF	0	Africa/Casablanca
Ifrane Airport	Ifrane	Morocco	\N	GMFI	0	Africa/Casablanca
Moulay Ali Cherif Airport	Er-rachidia	Morocco	ERH	GMFK	0	Africa/Casablanca
Bassatine Airport	Meknes	Morocco	MEK	GMFM	0	Africa/Casablanca
Angads Airport	Oujda	Morocco	OUD	GMFO	0	Africa/Casablanca
Ben Slimane Airport	Ben Slimane	Morocco	GMD	GMMB	0	Africa/Casablanca
Rabat-Salé Airport	Rabat	Morocco	RBA	GMME	0	Africa/Casablanca
Mohammed V International Airport	Casablanca	Morocco	CMN	GMMN	0	Africa/Casablanca
Menara Airport	Marrakech	Morocco	RAK	GMMX	0	Africa/Casablanca
Kenitra Airport	Kentira	Morocco	NNA	GMMY	0	Africa/Casablanca
Ouarzazate Airport	Ouarzazate	Morocco	OZZ	GMMZ	0	Africa/Casablanca
Cherif Al Idrissi Airport	Al Hociema	Morocco	AHU	GMTA	0	Africa/Casablanca
Saniat R'mel Airport	Tetouan	Morocco	TTU	GMTN	0	Africa/Casablanca
Ibn Batouta Airport	Tanger	Morocco	TNG	GMTT	0	Africa/Casablanca
Ziguinchor Airport	Ziguinchor	Senegal	ZIG	GOGG	0	Africa/Dakar
Cap Skirring Airport	Cap Skiring	Senegal	CSK	GOGS	0	Africa/Dakar
Kaolack Airport	Kaolack	Senegal	KLC	GOOK	0	Africa/Dakar
Léopold Sédar Senghor International Airport	Dakar	Senegal	DKR	GOOY	0	Africa/Dakar
Saint Louis Airport	St. Louis	Senegal	XLS	GOSS	0	Africa/Dakar
Bakel Airport	Bakel	Senegal	BXE	GOTB	0	Africa/Dakar
Kédougou Airport	Kedougou	Senegal	KGG	GOTK	0	Africa/Dakar
Tambacounda Airport	Tambacounda	Senegal	TUD	GOTT	0	Africa/Dakar
Aioun el Atrouss Airport	Aioun El Atrouss	Mauritania	AEO	GQNA	0	Africa/Nouakchott
Tidjikja Airport	Tidjikja	Mauritania	TIY	GQND	0	Africa/Nouakchott
Kiffa Airport	Kiffa	Mauritania	KFA	GQNF	0	Africa/Nouakchott
Néma Airport	Nema	Mauritania	EMN	GQNI	0	Africa/Nouakchott
Kaédi Airport	Kaedi	Mauritania	KED	GQNK	0	Africa/Nouakchott
Nouakchott–Oumtounsy International Airport	Nouakschott	Mauritania	NKC	GQNO	0	Africa/Nouakchott
Sélibaby Airport	Selibabi	Mauritania	SEY	GQNS	0	Africa/Nouakchott
Atar International Airport	Atar	Mauritania	ATR	GQPA	0	Africa/Nouakchott
Nouadhibou International Airport	Nouadhibou	Mauritania	NDB	GQPP	0	Africa/Nouakchott
Bir Moghrein Airport	Bir Moghrein	Mauritania	\N	GQPT	0	Africa/Nouakchott
Fria Airport	Fira	Guinea	FIG	GUFA	0	Africa/Conakry
Faranah Airport	Faranah	Guinea	FAA	GUFH	0	Africa/Conakry
Tata Airport	Labe	Guinea	LEK	GULB	0	Africa/Conakry
Amílcar Cabral International Airport	Amilcar Cabral	Cape Verde	SID	GVAC	-1	Atlantic/Cape_Verde
Rabil Airport	Boa Vista	Cape Verde	BVC	GVBA	-1	Atlantic/Cape_Verde
Maio Airport	Maio	Cape Verde	MMO	GVMA	-1	Atlantic/Cape_Verde
Preguiça Airport	Sao Nocolau Island	Cape Verde	SNE	GVSN	-1	Atlantic/Cape_Verde
São Pedro Airport	Sao Vicente Island	Cape Verde	VXE	GVSV	-1	Atlantic/Cape_Verde
Addis Ababa Bole International Airport	Addis Ababa	Ethiopia	ADD	HAAB	3	Africa/Addis_Ababa
Lideta Army Airport	Addis Ababa	Ethiopia	\N	HAAL	3	Africa/Addis_Ababa
Arba Minch Airport	Arba Minch	Ethiopia	AMH	HAAM	3	Africa/Addis_Ababa
Axum Airport	Axum	Ethiopia	AXU	HAAX	3	Africa/Addis_Ababa
Bahir Dar Airport	Bahar Dar	Ethiopia	BJR	HABD	3	Africa/Addis_Ababa
Aba Tenna Dejazmach Yilma International Airport	Dire Dawa	Ethiopia	DIR	HADR	3	Africa/Addis_Ababa
Gambella Airport	Gambella	Ethiopia	GMB	HAGM	3	Africa/Addis_Ababa
Gonder Airport	Gondar	Ethiopia	GDQ	HAGN	3	Africa/Addis_Ababa
Jimma Airport	Jimma	Ethiopia	JIM	HAJM	3	Africa/Addis_Ababa
Lalibella Airport	Lalibella	Ethiopia	LLI	HALL	3	Africa/Addis_Ababa
Mekele Airport	Makale	Ethiopia	MQX	HAMK	3	Africa/Addis_Ababa
Asosa Airport	Asosa	Ethiopia	ASO	HASO	3	Africa/Addis_Ababa
Bujumbura International Airport	Bujumbura	Burundi	BJM	HBBA	2	Africa/Bujumbura
Egal International Airport	Hargeisa	Somalia	HGA	HCMH	3	Africa/Mogadishu
Berbera Airport	Berbera	Somalia	BBO	HCMI	3	Africa/Mogadishu
Kisimayu Airport	Kismayu	Somalia	KMU	HCMK	3	Africa/Mogadishu
El Nouzha Airport	Alexandria	Egypt	ALY	HEAX	2	Africa/Cairo
Abu Simbel Airport	Abu Simbel	Egypt	ABS	HEBL	2	Africa/Cairo
Cairo International Airport	Cairo	Egypt	CAI	HECA	2	Africa/Cairo
Cairo West Airport	Cairo	Egypt	CWE	HECW	2	Africa/Cairo
Hurghada International Airport	Hurghada	Egypt	HRG	HEGN	2	Africa/Cairo
El Gora Airport	El Gorah	Egypt	EGH	HEGR	2	Africa/Cairo
Luxor International Airport	Luxor	Egypt	LXR	HELX	2	Africa/Cairo
Mersa Matruh Airport	Mersa-matruh	Egypt	MUH	HEMM	2	Africa/Cairo
Port Said Airport	Port Said	Egypt	PSD	HEPS	2	Africa/Cairo
St Catherine International Airport	St. Catherine	Egypt	SKV	HESC	2	Africa/Cairo
Aswan International Airport	Aswan	Egypt	ASW	HESN	2	Africa/Cairo
El Tor Airport	El-tor	Egypt	ELT	HETR	2	Africa/Cairo
Eldoret International Airport	Eldoret	Kenya	EDL	HKEL	3	Africa/Nairobi
Kakamega Airport	Kakamega	Kenya	GGM	HKKG	3	Africa/Nairobi
Kisumu Airport	Kisumu	Kenya	KIS	HKKI	3	Africa/Nairobi
Kitale Airport	Kitale	Kenya	KTL	HKKT	3	Africa/Nairobi
Lodwar Airport	Lodwar	Kenya	LOK	HKLO	3	Africa/Nairobi
Manda Airstrip	Lamu	Kenya	LAU	HKLU	3	Africa/Nairobi
Mombasa Moi International Airport	Mombasa	Kenya	MBA	HKMO	3	Africa/Nairobi
Naivasha Airport	Naivasha	Kenya	\N	HKNV	3	Africa/Nairobi
Nairobi Wilson Airport	Nairobi	Kenya	WIL	HKNW	3	Africa/Nairobi
Moi Air Base	Nairobi	Kenya	\N	HKRE	3	Africa/Nairobi
Wajir Airport	Wajir	Kenya	WJR	HKWJ	3	Africa/Nairobi
Bu Attifel Airport	Buattifel	Libya	\N	HLFL	2	Africa/Tripoli
Warehouse 59e Airport	Giallo	Libya	\N	HLGL	2	Africa/Tripoli
Ghat Airport	Ghat	Libya	GHT	HLGT	2	Africa/Tripoli
Kufra Airport	Kufra	Libya	AKF	HLKF	2	Africa/Tripoli
Benina International Airport	Benghazi	Libya	BEN	HLLB	2	Africa/Tripoli
Sabha Airport	Sebha	Libya	SEB	HLLS	2	Africa/Tripoli
Tripoli International Airport	Tripoli	Libya	TIP	HLLT	2	Africa/Tripoli
Marsa Brega Airport	Marsa Brega	Libya	LMQ	HLMB	2	Africa/Tripoli
Ras Lanuf Oil Airport	Ras Lanouf V 40	Libya	\N	HLNF	2	Africa/Tripoli
Hon Airport	Hon	Libya	HUQ	HLON	2	Africa/Tripoli
Dahra Airport	Dahra	Libya	\N	HLRA	2	Africa/Tripoli
Ghadames East Airport	Ghadames	Libya	LTD	HLTD	2	Africa/Tripoli
Zella 74 Airport	Zella 74	Libya	\N	HLZA	2	Africa/Tripoli
Gisenyi Airport	Gisenyi	Rwanda	GYI	HRYG	2	Africa/Kigali
Kigali International Airport	Kigali	Rwanda	KGL	HRYR	2	Africa/Kigali
Kamembe Airport	Kamembe	Rwanda	KME	HRZA	2	Africa/Kigali
Dongola Airport	Dongola	Sudan	DOG	HSDN	3	Africa/Khartoum
Damazin Airport	Damazin	Sudan	RSS	HSDZ	3	Africa/Khartoum
El Fasher Airport	El Fasher	Sudan	ELF	HSFS	3	Africa/Khartoum
Kassala Airport	Kassala	Sudan	KSL	HSKA	3	Africa/Khartoum
Kadugli Airport	Kadugli	Sudan	KDX	HSLI	3	Africa/Khartoum
El Obeid Airport	El Obeid	Sudan	EBD	HSOB	3	Africa/Khartoum
Juba International Airport	Juba	South Sudan	JUB	HSSJ	3	Africa/Juba
Malakal Airport	Malakal	Sudan	MAK	HSSM	3	Africa/Juba
Khartoum International Airport	Khartoum	Sudan	KRT	HSSS	3	Africa/Khartoum
Arusha Airport	Arusha	Tanzania	ARK	HTAR	3	Africa/Dar_es_Salaam
Julius Nyerere International Airport	Dar Es Salaam	Tanzania	DAR	HTDA	3	Africa/Dar_es_Salaam
Dodoma Airport	Dodoma	Tanzania	DOD	HTDO	3	Africa/Dar_es_Salaam
Iringa Airport	Iringa	Tanzania	IRI	HTIR	3	Africa/Dar_es_Salaam
Kilimanjaro International Airport	Kilimanjaro	Tanzania	JRO	HTKJ	3	Africa/Dar_es_Salaam
Lake Manyara Airport	Lake Manyara	Tanzania	LKY	HTLM	3	Africa/Dar_es_Salaam
Mtwara Airport	Mtwara	Tanzania	MYW	HTMT	3	Africa/Dar_es_Salaam
Mwanza Airport	Mwanza	Tanzania	MWZ	HTMW	3	Africa/Dar_es_Salaam
Pemba Airport	Pemba	Tanzania	PMA	HTPE	3	Africa/Dar_es_Salaam
Tanga Airport	Tanga	Tanzania	TGT	HTTG	3	Africa/Dar_es_Salaam
Abeid Amani Karume International Airport	Zanzibar	Tanzania	ZNZ	HTZA	3	Africa/Dar_es_Salaam
Entebbe International Airport	Entebbe	Uganda	EBB	HUEN	3	Africa/Kampala
Soroti Airport	Soroti	Uganda	SRT	HUSO	3	Africa/Kampala
Tirana International Airport Mother Teresa	Tirana	Albania	TIA	LATI	1	Europe/Tirane
Burgas Airport	Bourgas	Bulgaria	BOJ	LBBG	2	Europe/Sofia
Gorna Oryahovitsa Airport	Gorna Orechovica	Bulgaria	GOZ	LBGO	2	Europe/Sofia
Plovdiv International Airport	Plovdiv	Bulgaria	PDV	LBPD	2	Europe/Sofia
Sofia Airport	Sofia	Bulgaria	SOF	LBSF	2	Europe/Sofia
Stara Zagora Airport	Stara Zagora	Bulgaria	SZR	LBSZ	2	Europe/Sofia
Varna Airport	Varna	Bulgaria	VAR	LBWN	2	Europe/Sofia
Larnaca International Airport	Larnaca	Cyprus	LCA	LCLK	2	Asia/Nicosia
Paphos International Airport	Paphos	Cyprus	PFO	LCPH	2	Asia/Nicosia
RAF Akrotiri	Akrotiri	Cyprus	AKT	LCRA	0	Europe/London
Dubrovnik Airport	Dubrovnik	Croatia	DBV	LDDU	1	Europe/Zagreb
Osijek-_epin Airfield	Cepin	Croatia	\N	LDOC	1	Europe/Zagreb
Osijek Airport	Osijek	Croatia	OSI	LDOS	1	Europe/Zagreb
Pula Airport	Pula	Croatia	PUY	LDPL	1	Europe/Zagreb
Grobnicko Polje Airport	Grobnik	Croatia	\N	LDRG	1	Europe/Zagreb
Rijeka Airport	Rijeka	Croatia	RJK	LDRI	1	Europe/Zagreb
Split Airport	Split	Croatia	SPU	LDSP	1	Europe/Zagreb
Vara_din Airport	Varazdin	Croatia	\N	LDVA	1	Europe/Zagreb
Zagreb Airport	Zagreb	Croatia	ZAG	LDZA	1	Europe/Zagreb
Zadar Airport	Zadar	Croatia	ZAD	LDZD	1	Europe/Zagreb
Udbina Air Base	Udbina	Croatia	\N	LDZU	1	Europe/Zagreb
Albacete-Los Llanos Airport	Albacete	Spain	ABC	LEAB	1	Europe/Madrid
Alicante International Airport	Alicante	Spain	ALC	LEAL	1	Europe/Madrid
Almería International Airport	Almeria	Spain	LEI	LEAM	1	Europe/Madrid
Asturias Airport	Aviles	Spain	OVD	LEAS	1	Europe/Madrid
Córdoba Airport	Cordoba	Spain	ODB	LEBA	1	Europe/Madrid
Bilbao Airport	Bilbao	Spain	BIO	LEBB	1	Europe/Madrid
Barcelona International Airport	Barcelona	Spain	BCN	LEBL	1	Europe/Madrid
Badajoz Airport	Badajoz	Spain	BJZ	LEBZ	1	Europe/Madrid
A Coruña Airport	La Coruna	Spain	LCG	LECO	1	Europe/Madrid
Armilla Air Base	Granada	Spain	\N	LEGA	1	Europe/Madrid
Girona Airport	Gerona	Spain	GRO	LEGE	1	Europe/Madrid
Federico Garcia Lorca Airport	Granada	Spain	GRX	LEGR	1	Europe/Madrid
Getafe Air Base	Madrid	Spain	\N	LEGT	1	Europe/Madrid
Ibiza Airport	Ibiza	Spain	IBZ	LEIB	1	Europe/Madrid
Jerez Airport	Jerez	Spain	XRY	LEJR	1	Europe/Madrid
San Javier Airport	Murcia	Spain	MJV	LELC	1	Europe/Madrid
Adolfo Suárez Madrid–Barajas Airport	Madrid	Spain	MAD	LEMD	1	Europe/Madrid
Málaga Airport	Malaga	Spain	AGP	LEMG	1	Europe/Madrid
Menorca Airport	Menorca	Spain	MAH	LEMH	1	Europe/Madrid
Moron Air Base	Sevilla	Spain	OZP	LEMO	1	Europe/Madrid
Ocaña Airport	Ocana	Spain	\N	LEOC	1	Europe/Madrid
Pamplona Airport	Pamplona	Spain	PNA	LEPP	1	Europe/Madrid
Alcantarilla Air Base	Murcia	Spain	\N	LERI	1	Europe/Madrid
Reus Air Base	Reus	Spain	REU	LERS	1	Europe/Madrid
Rota Naval Station Airport	Rota	Spain	ROZ	LERT	1	Europe/Madrid
Salamanca Airport	Salamanca	Spain	SLM	LESA	1	Europe/Madrid
Son Bonet Airport	Son Bonet	Spain	\N	LESB	1	Europe/Madrid
San Luis Airport	San Luis	Spain	\N	LESL	1	Europe/Madrid
San Sebastian Airport	San Sebastian	Spain	EAS	LESO	1	Europe/Madrid
Santiago de Compostela Airport	Santiago	Spain	SCQ	LEST	1	Europe/Madrid
Pirineus - la Seu d'Urgel Airport	Seo De Urgel	Spain	LEU	LESU	1	Europe/Madrid
Torrejón Airport	Madrid	Spain	TOJ	LETO	1	Europe/Madrid
Valencia Airport	Valencia	Spain	VLC	LEVC	1	Europe/Madrid
Valladolid Airport	Valladolid	Spain	VLL	LEVD	1	Europe/Madrid
Vitoria/Foronda Airport	Vitoria	Spain	VIT	LEVT	1	Europe/Madrid
Vigo Airport	Vigo	Spain	VGO	LEVX	1	Europe/Madrid
Santander Airport	Santander	Spain	SDR	LEXJ	1	Europe/Madrid
Zaragoza Air Base	Zaragoza	Spain	ZAZ	LEZG	1	Europe/Madrid
Sevilla Airport	Sevilla	Spain	SVQ	LEZL	1	Europe/Madrid
Calais-Dunkerque Airport	Calais	France	CQF	LFAC	1	Europe/Paris
Péronne-Saint-Quentin Airport	Peronne	France	\N	LFAG	1	Europe/Paris
Nangis-Les Loges Airport	Nangis	France	\N	LFAI	1	Europe/Paris
Bagnoles-de-l'Orne-Couterne Airport	Bagnole-de-l'orne	France	\N	LFAO	1	Europe/Paris
Albert-Bray Airport	Albert	France	BYF	LFAQ	1	Europe/Paris
Le Touquet-Côte d'Opale Airport	Le Tourquet	France	LTQ	LFAT	1	Europe/Paris
Valenciennes-Denain Airport	Valenciennes	France	XVS	LFAV	1	Europe/Paris
Amiens-Glisy Airport	Amiens	France	\N	LFAY	1	Europe/Paris
Agen-La Garenne Airport	Agen	France	AGF	LFBA	1	Europe/Paris
Cazaux (BA 120) Air Base	Cazaux	France	\N	LFBC	1	Europe/Paris
Bordeaux-Mérignac Airport	Bordeaux	France	BOD	LFBD	1	Europe/Paris
Bergerac-Roumanière Airport	Bergerac	France	EGC	LFBE	1	Europe/Paris
Toulouse-Francazal (BA 101) Air Base	Toulouse	France	\N	LFBF	1	Europe/Paris
Cognac-Châteaubernard (BA 709) Air Base	Cognac	France	CNG	LFBG	1	Europe/Paris
Poitiers-Biard Airport	Poitiers	France	PIS	LFBI	1	Europe/Paris
Montluçon-Guéret Airport	Montlucon-gueret	France	MCU	LFBK	1	Europe/Paris
Limoges Airport	Limoges	France	LIG	LFBL	1	Europe/Paris
Mont-de-Marsan (BA 118) Air Base	Mont-de-marsan	France	\N	LFBM	1	Europe/Paris
Niort-Souché Airport	Niort	France	NIT	LFBN	1	Europe/Paris
Toulouse-Blagnac Airport	Toulouse	France	TLS	LFBO	1	Europe/Paris
Pau Pyrénées Airport	Pau	France	PUF	LFBP	1	Europe/Paris
Muret-Lherm Airport	La Rochelle	France	\N	LFBR	1	Europe/Paris
Tarbes-Lourdes-Pyrénées Airport	Tarbes	France	LDE	LFBT	1	Europe/Paris
Angoulême-Brie-Champniers Airport	Angouleme	France	ANG	LFBU	1	Europe/Paris
Brive Souillac Airport	Brive	France	BVE	LFSL	1	Europe/Paris
Périgueux-Bassillac Airport	Perigueux	France	PGX	LFBX	1	Europe/Paris
Biarritz-Anglet-Bayonne Airport	Biarritz-bayonne	France	BIQ	LFBZ	1	Europe/Paris
Cahors-Lalbenque Airport	Cahors	France	ZAO	LFCC	1	Europe/Paris
Saint-Girons-Antichan Airport	St.-girons	France	\N	LFCG	1	Europe/Paris
Arcachon-La Teste-de-Buch Airport	Arcachon	France	\N	LFCH	1	Europe/Paris
Albi-Le Séquestre Airport	Albi	France	LBI	LFCI	1	Europe/Paris
Castres-Mazamet Airport	Castres	France	DCM	LFCK	1	Europe/Paris
Toulouse-Lasbordes Airport	Toulouse	France	\N	LFCL	1	Europe/Paris
Millau-Larzac Airfield	Millau	France	\N	LFCM	1	Europe/Paris
Graulhet-Montdragon Airport	Graulhet	France	\N	LFCQ	1	Europe/Paris
Rodez-Marcillac Airport	Rodez	France	RDZ	LFCR	1	Europe/Paris
Ussel-Thalamy Airport	Ussel	France	\N	LFCU	1	Europe/Paris
Villeneuve-sur-Lot Airport	Villeneuve-sur-lot	France	\N	LFCW	1	Europe/Paris
Royan-Médis Airport	Royan	France	RYN	LFCY	1	Europe/Paris
Mimizan Airport	Mimizan	France	\N	LFCZ	1	Europe/Paris
Aire-sur-l'Adour Airport	Aire-sur-l'adour	France	\N	LFDA	1	Europe/Paris
Montauban Airport	Montauban	France	XMW	LFDB	1	Europe/Paris
Auch-Lamothe Airport	Auch	France	\N	LFDH	1	Europe/Paris
Libourne-Artigues-de-Lussac Airport	Libourne	France	\N	LFDI	1	Europe/Paris
Pamiers-Les Pujols Airport	Pamiers	France	\N	LFDJ	1	Europe/Paris
Marmande-Virazeil Airport	Marmande	France	\N	LFDM	1	Europe/Paris
Rochefort-Saint-Agnant (BA 721) Airport	Rochefort	France	RCO	LFDN	1	Europe/Paris
Pontivy Airport	Pontivy	France	\N	LFED	1	Europe/Paris
Aubigny-sur-Nère Airport	Aubigny-sur-nere	France	\N	LFEH	1	Europe/Paris
Guiscriff Scaer Airport	Guiscriff-scaer	France	\N	LFES	1	Europe/Paris
Ancenis Airport	Ancenis	France	\N	LFFI	1	Europe/Paris
Brienne-le-Château Airport	Brienne-le Chateau	France	\N	LFFN	1	Europe/Paris
Colmar-Houssen Airport	Colmar	France	CMR	LFGA	1	Europe/Paris
Beaune-Challanges Airport	Beaune	France	\N	LFGF	1	Europe/Paris
Dole-Tavaux Airport	Dole	France	DLE	LFGJ	1	Europe/Paris
Joigny Airport	Joigny	France	\N	LFGK	1	Europe/Paris
Verdun-Le Rozelier Airfield	Verdun	France	\N	LFGW	1	Europe/Paris
Aubenas-Ardèche Méridional Airport	Aubenas-vals-lanas	France	OBS	LFHO	1	Europe/Paris
Le Puy-Loudes Airport	Le Puy	France	LPY	LFHP	1	Europe/Paris
Saint-Flour-Coltines Airport	St.-flour	France	\N	LFHQ	1	Europe/Paris
Bourg-Ceyzériat Airport	Bourg	France	\N	LFHS	1	Europe/Paris
Villefranche-Tarare Airport	Vilefrance	France	\N	LFHV	1	Europe/Paris
Moulins-Montbeugny Airport	Moulins	France	\N	LFHY	1	Europe/Paris
Saint-Affrique-Belmont Airport	St.-afrique-belmont	France	\N	LFIF	1	Europe/Paris
Cassagnes-Bégonhès Airport	Cassagnes-beghones	France	\N	LFIG	1	Europe/Paris
Metz-Nancy-Lorraine Airport	Metz	France	ETZ	LFJL	1	Europe/Paris
Bastia-Poretta Airport	Bastia	France	BIA	LFKB	1	Europe/Paris
Calvi-Sainte-Catherine Airport	Calvi	France	CLY	LFKC	1	Europe/Paris
Figari Sud-Corse Airport	Figari	France	FSC	LFKF	1	Europe/Paris
Ajaccio-Napoléon Bonaparte Airport	Ajaccio	France	AJA	LFKJ	1	Europe/Paris
Propriano Airport	Propriano	France	PRP	LFKO	1	Europe/Paris
Solenzara (BA 126) Air Base	Solenzara	France	SOZ	LFKS	1	Europe/Paris
Corte Airport	Corte	France	\N	LFKT	1	Europe/Paris
Auxerre-Branches Airport	Auxerre	France	AUF	LFLA	1	Europe/Paris
Chambéry-Savoie Airport	Chambery	France	CMF	LFLB	1	Europe/Paris
Clermont-Ferrand Auvergne Airport	Clermont-Ferrand	France	CFE	LFLC	1	Europe/Paris
Bourges Airport	Bourges	France	BOU	LFLD	1	Europe/Paris
Chambéry-Challes-les-Eaux Airport	Chambery	France	\N	LFLE	1	Europe/Paris
Chalon-Champforgeuil Airport	Chalon	France	\N	LFLH	1	Europe/Paris
Annemasse Airport	Annemasse	France	QNJ	LFLI	1	Europe/Paris
Lyon Saint-Exupéry Airport	Lyon	France	LYS	LFLL	1	Europe/Paris
Mâcon-Charnay Airport	Macon	France	\N	LFLM	1	Europe/Paris
Saint-Yan Airport	St.-yan	France	SYT	LFLN	1	Europe/Paris
Roanne-Renaison Airport	Roanne	France	RNE	LFLO	1	Europe/Paris
Annecy-Haute-Savoie-Mont Blanc Airport	Annecy	France	NCY	LFLP	1	Europe/Paris
Grenoble-Isère Airport	Grenoble	France	GNB	LFLS	1	Europe/Paris
Montluçon-Domérat Airport	Montlucon	France	\N	LFLT	1	Europe/Paris
Valence-Chabeuil Airport	Valence	France	VAF	LFLU	1	Europe/Paris
Vichy-Charmeil Airport	Vichy	France	VHY	LFLV	1	Europe/Paris
Aurillac Airport	Aurillac	France	AUR	LFLW	1	Europe/Paris
"Châteauroux-Déols ""Marcel Dassault"" Airport"	Chateauroux	France	CHR	LFLX	1	Europe/Paris
Lyon-Bron Airport	Lyon	France	LYN	LFLY	1	Europe/Paris
Aix-en-Provence (BA 114) Airport	Aix-les-milles	France	\N	LFMA	1	Europe/Paris
Le Luc-Le Cannet Airport	Le Luc	France	\N	LFMC	1	Europe/Paris
Cannes-Mandelieu Airport	Cannes	France	CEQ	LFMD	1	Europe/Paris
Saint-Étienne-Bouthéon Airport	St-Etienne	France	EBU	LFMH	1	Europe/Paris
Istres Le Tubé/Istres Air Base (BA 125) Airport	Istres	France	\N	LFMI	1	Europe/Paris
Carcassonne Airport	Carcassonne	France	CCF	LFMK	1	Europe/Paris
Marseille Provence Airport	Marseille	France	MRS	LFML	1	Europe/Paris
Nice-Côte d'Azur Airport	Nice	France	NCE	LFMN	1	Europe/Paris
Orange-Caritat (BA 115) Air Base	Orange	France	XOG	LFMO	1	Europe/Paris
Perpignan-Rivesaltes (Llabanère) Airport	Perpignan	France	PGF	LFMP	1	Europe/Paris
Le Castellet Airport	Le Castellet	France	CTT	LFMQ	1	Europe/Paris
Alès-Deaux Airport	Ales	France	\N	LFMS	1	Europe/Paris
Montpellier-Méditerranée Airport	Montpellier	France	MPL	LFMT	1	Europe/Paris
Béziers-Vias Airport	Beziers	France	BZR	LFMU	1	Europe/Paris
Avignon-Caumont Airport	Avignon	France	AVN	LFMV	1	Europe/Paris
Salon-de-Provence (BA 701) Air Base	Salon	France	\N	LFMY	1	Europe/Paris
Lézignan-Corbières Airfield	Lezignan-corbieres	France	\N	LFMZ	1	Europe/Paris
Mende-Brenoux Airfield	Mende	France	MEN	LFNB	1	Europe/Paris
Carpentras Airport	Carpentras	France	\N	LFNH	1	Europe/Paris
Avord (BA 702) Air Base	Avord	France	\N	LFOA	1	Europe/Paris
Paris Beauvais Tillé Airport	Beauvais	France	BVA	LFOB	1	Europe/Paris
Châteaudun (BA 279) Air Base	Chateaudun	France	\N	LFOC	1	Europe/Paris
Saumur-Saint-Florent Airport	Saumur	France	\N	LFOD	1	Europe/Paris
Évreux-Fauville (BA 105) Air Base	Evreux	France	EVX	LFOE	1	Europe/Paris
Le Havre Octeville Airport	Le Havre	France	LEH	LFOH	1	Europe/Paris
