Name	City	Country	IATA	ICAO	Elev	
Usti Nad Labem Airfield	Usti Nad Labem	Czech Republic	\N	LKUL	1	Europe/Prague
Mauterndorf Airport	Mauterndorf	Austria	\N	LOSM	1	Europe/Vienna
Nötsch Im Gailtal Airport	Notsch Im Gailtal	Austria	\N	LOKN	1	Europe/Vienna
Sinsheim Airfield	Karlsruhe	Germany	\N	EDTK	1	Europe/Berlin
Weinheim/Bergstraße Airport	Weinheim	Germany	\N	EDGZ	1	Europe/Berlin
Meaux Esbly Airport	Meaux	France	\N	LFPE	1	Europe/Paris
Château-Thierry - Belleau Airfield	Chateau-Thierry	France	\N	LFFH	1	Europe/Paris
Branch County Memorial Airport	Coldwater	United States	\N	KOEB	-5	America/New_York
Wilkes Barre Wyoming Valley Airport	Wilkes-Barre	United States	WBW	KWBW	-5	America/New_York
Willoughby Lost Nation Municipal Airport	Willoughby	United States	LNN	KLNN	-5	America/New_York
Taoyuan Air Base	Taoyuan	Taiwan	\N	RCGM	8	Asia/Taipei
Uummannaq Heliport	Uummannaq	Greenland	UMD	BGUM	-3	America/Godthab
Bayannur Tianjitai Airport	Bayannur	China	RLK	ZBYZ	8	Asia/Shanghai
Capital City Airport	Frankfort	United States	FFT	KFFT	-5	America/New_York
Auburn Lewiston Municipal Airport	Lewiston	United States	LEW	KLEW	-5	America/New_York
Inowroclaw Military Air Base	Inowroclaw	Poland	\N	EPIR	1	Europe/Warsaw
Pruszcz Gdanski Air Base	Pruszcz Gdansk	Poland	\N	EPPR	1	Europe/Warsaw
Bloyer Field	Tomah	United States	\N	KY72	-6	America/Chicago
Marco Island Executive Airport	Marco Island Airport	United States	MRK	KMKY	-5	America/New_York
Drummond Island Airport	Drummond Island	United States	DRE	KDRM	-5	America/New_York
Gladwin Zettel Memorial Airport	Gladwin	United States	GDW	KGDW	-5	America/New_York
South Haven Area Regional Airport	South Haven	United States	\N	KLWA	-5	America/New_York
Marshfield Municipal Airport	Marshfield	United States	MFI	KMFI	-6	America/Chicago
Alexander Field South Wood County Airport	Wisconsin Rapids	United States	ISW	KISW	-6	America/Chicago
Clinton Municipal Airport	Clinton	United States	CWI	KCWI	-6	America/Chicago
Beverly Municipal Airport	Beverly	United States	BVY	KBVY	-5	America/New_York
Nagaur Airport	Nagaur	India	\N	VI73	5.5	Asia/Calcutta
Ostafyevo International Airport	Moscow	Russia	OSF	UUMO	3	Europe/Moscow
Trois-Rivières Airport	Trois Rivieres	Canada	YRQ	CYRQ	-5	America/Toronto
Poplar Bluff Municipal Airport	Poplar Bluff	United States	POF	KPOF	-6	America/Chicago
Somerset Airport	Somerville	United States	\N	KSMQ	-5	America/New_York
Eastport Municipal Airport	Eastport	United States	\N	KEPM	-5	America/New_York
Keokuk Municipal Airport	Keokuk	United States	EOK	KEOK	-6	America/Chicago
Perth/Scone Airport	Perth	United Kingdom	PSL	EGPT	0	Europe/London
Caernarfon Airport	Caernarfon	United Kingdom	\N	EGCK	0	Europe/London
Grefrath-Niershorst Airport	Grefrath	Germany	\N	EDLF	1	Europe/Berlin
St Paul Downtown Holman Field	St. Paul	United States	STP	KSTP	-6	America/Chicago
Söderhamn Airport	Soderhamn	Sweden	SOO	ESNY	1	Europe/Stockholm
Newcastle Aerodrome	Newcastle	Ireland	\N	EINC	0	Europe/Dublin
Saravane Airport	Saravane	Laos	VNA	VLSV	7	Asia/Vientiane
Segeletz Airport	Segeletz	Germany	\N	EDAI	1	Europe/Berlin
Fuentemilanos Airport	Segovia	Spain	\N	LEFM	1	Europe/Madrid
Akeno Airport	Akeno	Japan	\N	RJOE	9	Asia/Tokyo
Ust-Kamchatsk Airport	Ust Kamchatsk	Russia	\N	UHPK	12	Asia/Anadyr
Oconomowoc Airport	Oconomowoc	United States	\N	0WI8	-6	America/Chicago
Kozyrevsk Airport	Kozyrevsk	Russia	\N	UHPO	12	Asia/Anadyr
Dikson Airport	Dikson	Russia	DKS	UODD	7	Asia/Krasnoyarsk
Beverley Airport	Mine Site	Australia	\N	YBEE	9.5	Australia/Adelaide
Bantry Aerodrome	Bantry	Ireland	BYT	EIBN	0	Europe/Dublin
Aliwal North Airport	Aliwal North	South Africa	\N	FAAN	2	Africa/Johannesburg
Alkantpan Copper Airport	Alkantpan	South Africa	\N	FACO	2	Africa/Johannesburg
Alldays Airport	Alldays	South Africa	ADY	FAAL	2	Africa/Johannesburg
Bredasdorp Airport	Barberton	South Africa	\N	FABR	2	Africa/Johannesburg
Butler Co Regional Airport - Hogan Field	Hamilton	United States	HAO	KHAO	-5	America/New_York
Bungoma Airport	Bungoma	Kenya	\N	HKBU	3	Africa/Nairobi
Bura East Airport	Bura	Kenya	\N	HKBR	3	Africa/Nairobi
Busia Airport	Busia	Kenya	\N	HKBA	3	Africa/Nairobi
Embu Airport	Embu	Kenya	\N	HKEM	3	Africa/Nairobi
Garba Tula Airport	Garba Tula	Kenya	\N	HKGT	3	Africa/Nairobi
Garissa Airport	Garissa	Kenya	GAS	HKGA	3	Africa/Nairobi
Hola Airport	Hola	Kenya	HOA	HKHO	3	Africa/Nairobi
Homa Bay Airport	Homa Bay	Kenya	\N	HKHB	3	Africa/Nairobi
Isiolo Airport	Isiolo	Kenya	\N	HKIS	3	Africa/Nairobi
Kericho Airport	Kericho	Kenya	KEY	HKKR	3	Africa/Nairobi
Kilaguni Airport	Kilaguni	Kenya	ILU	HKKL	3	Africa/Nairobi
Antsirabe Airport	Antsirabe	Madagascar	ATJ	FMME	3	Indian/Antananarivo
Bekily Airport	Bekily	Madagascar	OVA	FMSL	3	Indian/Antananarivo
Ust-Tsylma Airport	Ust-Tsylma	Russia	UTS	UUYX	3	Europe/Moscow
Gorno-Altaysk Airport	Gorno-Altaysk	Russia	RGK	UNBG	7	Asia/Krasnoyarsk
Fond du Lac County Airport	Fond du Lac	United States	FLD	KFLD	-6	America/Chicago
Waupaca Municipal Airport	Waupaca	United States	\N	KPCZ	-6	America/Chicago
Stevens Point Municipal Airport	Stevens Point	United States	STE	KSTE	-6	America/Chicago
Mys Shmidta Airport	Mys Shmidta	Russia	\N	UHMI	12	Asia/Anadyr
Moma Airport	Honuu	Russia	MQJ	UEMA	11	Asia/Srednekolymsk
Luce County Airport	Newberry	United States	\N	KERY	-5	America/New_York
Peenemünde Airport	Peenemunde	Germany	PEF	EDCP	1	Europe/Berlin
Góraszka Airport	Goraszka	Poland	\N	EPGO	1	Europe/Warsaw
Nusawiru Airport	Nusawiru	Indonesia	CJN	WI1A	7	Asia/Jakarta
Galion Municipal Airport	Galion	United States	GQQ	KGQQ	-5	America/New_York
Tiputini Airport	Tiputini	Ecuador	TPN	SETI	-5	America/Guayaquil
Rio Amazonas Airport	Pastaza	Ecuador	PTZ	SESM	-5	America/Guayaquil
Clarksville–Montgomery County Regional Airport	Clarksville	United States	CKV	KCKV	-6	America/Chicago
Lompoc Airport	Lompoc	United States	LPC	KLPC	-8	America/Los_Angeles
Chester County G O Carlson Airport	Coatesville	United States	CTH	KMQS	-5	America/New_York
Bost Airport	Lashkar Gah	Afghanistan	BST	OABT	4.5	Asia/Kabul
Lankaran International Airport	Lankaran	Azerbaijan	LLK	UBBL	4	Asia/Baku
Gabala International Airport	Qabala	Azerbaijan	GBB	UBBQ	4	Asia/Baku
Zaqatala International Airport	Zaqatala	Azerbaijan	ZTU	UBBY	4	Asia/Baku
Lake Placid Airport	Lake Placid	United States	LKP	KLKP	-5	America/New_York
Typliy Klyuch Airport	Khandyga	Russia	KDY	UEMH	9	Asia/Yakutsk
Magan Airport	Yakutsk	Russia	GYG	UEMM	9	Asia/Yakutsk
Qianjiang Wulingshan Airport	Qianjiang	China	JIQ	ZUQJ	8	Asia/Shanghai
Cooma Hospital Helipad	Yuzhno-Kurilsk	Russia	\N	YXCM	10	Australia/Sydney
Lima Allen County Airport	Lima	United States	AOH	KAOH	-5	America/New_York
Sondok Airport	Hamhung	North Korea	DSO	ZKSD	8.5	Asia/Pyongyang
Malcolm McKinnon Airport	Brunswick	United States	SSI	KSSI	-5	America/New_York
Beaver County Airport	Beaver Falls	United States	BFP	KBVI	-5	America/New_York
Georgetown County Airport	Georgetown	United States	GGE	KGGE	-5	America/New_York
Hardwick Field	Cleveland	United States	HDI	KHDI	-5	America/New_York
Renton Municipal Airport	Renton	United States	RNT	KRNT	-8	America/Los_Angeles
Brackett Field	La Verne	United States	POC	KPOC	-8	America/Los_Angeles
Cross City Airport	Cross City	United States	CTY	KCTY	-5	America/New_York
Oconee County Regional Airport	Clemson	United States	CEU	KCEU	-5	America/New_York
Beech Factory Airport	Wichita	United States	BEC	KBEC	-6	America/Chicago
Tabing Airport	Padang	Indonesia	\N	WIMG	7	Asia/Jakarta
Tom B. David Field	Calhoun	United States	\N	KCZL	-5	America/New_York
Habersham County Airport	Cornelia	United States	\N	KAJR	-5	America/New_York
Georgetown Municipal Airport	Georgetown	United States	\N	KGTU	-6	America/Chicago
Old Rhinebeck Airport	Rhinebeck	United States	\N	NY94	-5	America/New_York
Duxford Aerodrome	Duxford	United Kingdom	QFO	EGSU	0	Europe/London
Sidney Municipal-Lloyd W Carr Field	Sidney	United States	SNY	KSNY	-7	America/Denver
Newnan Hospital Heliport	Bengassi	Mali	\N	GA46	0	Africa/Bamako
Great Keppel Is Airport	Great Keppel Island	Australia	GKL	YGKL	10	Australia/Brisbane
Roper Bar Airport	Roper Bar	Australia	RPB	YRRB	9.5	Australia/Darwin
Mount Garnet Airport	Mount Garnet	Australia	\N	YMRT	10	Australia/Brisbane
Innisfail Airport	Innisfail	Australia	IFL	YIFL	10	Australia/Brisbane
Kalaeloa Airport	Kapolei	United States	JRF	PHJR	-10	Pacific/Honolulu
Bamiyan Airport	Bamyan	Afghanistan	BIN	OABN	4.5	Asia/Kabul
Changbaishan Airport	Baishan	China	NBS	ZYBS	8	Asia/Shanghai
Orang Airport	Chongjin	North Korea	RGO	ZKHM	8.5	Asia/Pyongyang
Moomba Airport	Moomba	Australia	MOO	YOOM	9.5	Australia/Adelaide
Lublin Airport	Lublin	Poland	LUZ	EPLB	1	Europe/Warsaw
Iosco County Airport	East Tawas	United States	ECA	K6D9	-5	America/New_York
Madison County Executive Airport-Tom Sharp Jr Field	Huntsville	United States	\N	KMDQ	-6	America/Chicago
Leesburg Executive Airport	Leesburg	United States	\N	KJYO	-5	America/New_York
Anoka County-Blaine (Janes Field) Airport	Anoka	United States	\N	KANE	-6	America/Chicago
Robinson Crusoe Airport	San Juan Bautista	Chile	\N	SCIR	-4	America/Santiago
Villa Airport	Maamigili	Maldives	VAM	VRMV	5	Indian/Maldives
Lingling Airport	Yongzhou	China	LLF	ZGLG	8	Asia/Shanghai
Lo_inj Island Airport	Mali Losinj	Croatia	LSZ	LDLO	1	Europe/Zagreb
Onslow Airport	Onslow	Australia	ONS	YOLW	8	Australia/Perth
Theodore Airport	Theodore	Australia	TDR	YTDR	10	Australia/Brisbane
Williamson Sodus Airport	Williamson	United States	\N	KSDC	-5	America/New_York
Fairoaks Airport	Fairoaks	United Kingdom	\N	EGTF	0	Europe/London
Boulder Municipal Airport	Boulder	United States	WBU	KBDU	-7	America/Denver
Neustadt-Glewe Airport	Neustadt-Glewe	Germany	\N	EDAN	1	Europe/Berlin
Goetsenhoven Air Base	GOETSENHOVEN	Belgium	\N	EBTN	1	Europe/Brussels
Tutow Airport	Wildenrath	Germany	\N	EDUW	1	Europe/Berlin
Bremgarten Airport	Bremgarten	Germany	\N	EDTG	1	Europe/Berlin
Bitburg Airport	Birburg	Germany	BBJ	EDRB	1	Europe/Berlin
Palo Alto Airport of Santa Clara County	Palo Alto	United States	PAO	KPAO	-8	America/Los_Angeles
Ust-Nera Airport	Ust-Nera	Russia	USR	UEMT	10	Asia/Vladivostok
Leti_t_ Vysoké M_to	Vysoke Myto	Czech Republic	\N	LKVM	1	Europe/Prague
Spa (la Sauvenière) Airfield	Spa	Belgium	\N	EBSP	1	Europe/Brussels
Falcon Field	Mesa	United States	MSC	KFFZ	-7	America/Phoenix
Coolidge Municipal Airport	Cooldige	United States	\N	KP08	-7	America/Phoenix
Cottonwood Airport	Cottonwood	United States	\N	KP52	-7	America/Phoenix
Namur-Suarlée Airfield	Namur	Belgium	\N	EBNM	1	Europe/Brussels
Kiewit Airfield Hasselt	Hasselt	Belgium	\N	EBZH	1	Europe/Brussels
Ak-Chin Regional Airport	Phoenix	United States	\N	KA39	-7	America/Phoenix
Wickenburg Municipal Airport	Wickenburg	United States	\N	KE25	-7	America/Phoenix
Yangzhou Taizhou Airport	Yangzhou	China	YTY	ZSYA	8	Asia/Shanghai
Oakland County International Airport	Pontiac	United States	PTK	KPTK	-5	America/New_York
Kissidougou Airport	Kissidougou	Guinea	KSI	GUKU	0	Africa/Conakry
Dillant Hopkins Airport	Keene	United States	EEN	KEEN	-5	America/New_York
Tianshui Maijishan Airport	Tianshui	China	THQ	ZLTS	8	Asia/Shanghai
Kawama Airport	Kawama	Cuba	VRO	MUKW	-5	America/Havana
Kooddoo Airport	Kooddoo	Maldives	GKK	VRMO	5	Indian/Maldives
Glasgow Industrial Airport	Glasgow	United States	\N	07MT	-7	America/Denver
Rochester Airport	Rochester	United Kingdom	RCS	EGTO	0	Europe/London
Termas de Río Hondo international Airport	Rio Hondo	Argentina	RHD	SANR	-3	America/Cordoba
Keetmanshoop Airport	Keetmanshoop	Namibia	KMP	FYKT	1	Africa/Windhoek
Kangding Airport	Kangding	China	KGT	ZUKD	8	Asia/Shanghai
Velikiy Ustyug Airport	Veliky Ustyug	Russia	VUS	ULWU	3	Europe/Moscow
Iowa City Municipal Airport	Iowa City	United States	IOW	KIOW	-6	America/Chicago
Turpan Jiaohe Airport	Turpan	China	TLQ	ZWTP	8	Asia/Shanghai
Lorenzo Airport	Morro de Sao Paulo	Brazil	\N	SNCL	-3	America/Fortaleza
Windom Municipal Airport	Windom	United States	\N	KMWM	-6	America/Chicago
Longview Ranch Airport	Longview	United States	\N	OG39	-8	America/Los_Angeles
Rothera Research Station	Rothera Research Station	United Kingdom	\N	EGAR	12	Antarctica/South_Pole
Sortavala Airport	Sortavala	Russia	\N	ULPW	3	Europe/Moscow
Lee Airport	Annapolis	United States	ANP	KANP	-5	America/New_York
Cuamba Airport	Cuamba	Mozambique	FXO	FQCB	2	Africa/Maputo
Bodaybo Airport	Bodaibo	Russia	ODO	UIKB	8	Asia/Irkutsk
Zhytomyr Airport	Zhytomyr	Ukraine	ZTR	UKKV	2	Europe/Kiev
Paluknys Airport	Paluknys	Lithuania	\N	EYVP	2	Europe/Vilnius
Mattala Rajapaksa International Airport	Mattala	Sri Lanka	HRI	VCRI	5.5	Asia/Colombo
Pecos Municipal Airport	Pecos	United States	PEQ	KPEQ	-6	America/Chicago
Hattiesburg Bobby L Chain Municipal Airport	Hattiesburg	United States	HBG	KHBG	-6	America/Chicago
Botucatu - Tancredo de Almeida Neves Airport	Botucatu	Brazil	QCJ	SDBK	-3	America/Sao_Paulo
Base Aérea Airport	Anapolis	Brazil	\N	SBAN	-3	America/Sao_Paulo
Mário Pereira Lopes–São Carlos Airport	Sao Carlos	Brazil	QSC	SDSC	-3	America/Sao_Paulo
Chan Gurney Municipal Airport	Yankton	United States	YKN	KYKN	-6	America/Chicago
Sir Bani Yas Airport	Sir Bani Yas Island	United Arab Emirates	XSB	OMBY	4	Asia/Dubai
Bromont (Roland Desourdy) Airport	Bromont	Canada	ZBM	CZBM	-5	America/Toronto
Beccles Airport	Beccles	United Kingdom	\N	EGSM	0	Europe/London
Kratie Airport	Kratie	Cambodia	KTI	VDKT	7	Asia/Phnom_Penh
Caldera Airport	Caldera	Chile	\N	SCCL	-4	America/Santiago
San Pedro de Atacama Airport	San Pedro de Atacama	Chile	\N	SCPE	-4	America/Santiago
Copacabana Airport	Copacabana	Bolivia	\N	SLCC	-4	America/La_Paz
Guyuan Liupanshan Airport	Guyuan	China	GYU	ZLGY	8	Asia/Shanghai
RAF Brawdy	Brawdy	United Kingdom	\N	EGDA	0	Europe/London
Changhai Airport	Changhai	China	CNI	ZYCH	8	Asia/Shanghai
Redhill Aerodrome	Redhill	United Kingdom	KRH	EGKR	0	Europe/London
Jiagedaqi Airport	Jiagedaqi District	China	JGD	ZYJD	8	Asia/Shanghai
Chinchilla Airport	Chinchilla	Australia	CCL	YCCA	10	Australia/Brisbane
Hayward Executive Airport	Hayward	United States	HWD	KHWD	-8	America/Los_Angeles
Motueka Airport	Motueka	New Zealand	MZP	NZMK	12	Pacific/Auckland
Shute Harbour Airport	Shute Harbour	Australia	JHQ	YSHR	10	Australia/Brisbane
Enstone Aerodrome	Enstone	United Kingdom	\N	EGTN	0	Europe/London
Ann Arbor Municipal Airport	Ann Arbor	United States	ARB	KARB	-5	America/New_York
Shepparton Airport	Shepparton	Australia	SHT	YSHT	10	Australia/Hobart
Temora Airport	Temora	Australia	TEM	YTEM	10	Australia/Sydney
Gayndah Airport	Gayndah	Australia	GAH	YGAY	10	Australia/Brisbane
Wilcannia Airport	Wilcannia	Australia	WIO	YWCA	10	Australia/Sydney
Ivanhoe Airport	Ivanhoe	Australia	\N	YIVO	10	Australia/Sydney
Menindee Airport	Menindee	Australia	\N	YMED	10	Australia/Sydney
Pooncarie Airport	Pooncarie	Australia	\N	YPCE	10	Australia/Sydney
Tilpa Airport	Tilpa	Australia	\N	YTLP	10	Australia/Sydney
Reichenbach Air Base	Reichenbach im Kandertal	Switzerland	\N	LSGR	1	Europe/Zurich
Bijie Feixiong Airport	Bijie	China	BFJ	ZUBJ	8	Asia/Shanghai
Lensk Airport	Lensk	Russia	ULK	UERL	9	Asia/Yakutsk
Kavalerovo Airport	Kavalerovo	Russia	KVR	UHWK	10	Asia/Vladivostok
I_dır Airport	Igdir	Turkey	IGD	LTCT	3	Europe/Istanbul
_anlıurfa GAP Airport	Sanliurfa	Turkey	GNY	LTCS	3	Europe/Istanbul
Zafer Airport	Kutahya	Turkey	KZR	LTBZ	3	Europe/Istanbul
Velikiye Luki Airport	Velikiye Luki	Russia	VLU	ULOL	3	Europe/Moscow
Yelahanka Air Force Station	Bangalore	India	\N	VOYK	5.5	Asia/Calcutta
Yeltsovka Airport	Novosibirsk	Russia	\N	UNNE	7	Asia/Krasnoyarsk
Kodinsk Airport	Kodinsk	Russia	\N	UNKI	7	Asia/Krasnoyarsk
Lake Macquarie Airport	Lake Macquarie	Australia	BEO	YPEC	10	Australia/Sydney
Henry County Airport	Hampton	United States	\N	K4A7	-5	America/New_York
Brampton Island Airport	Brampton Island	Australia	BMP	YBPI	10	Australia/Brisbane
Alameda Naval Air Station	Alameda	United States	NGZ	KNGZ	-8	America/Los_Angeles
Endelave Flyveplads	Endelage	Denmark	\N	EKEL	1	Europe/Copenhagen
St. Johann In Tirol Airport	St. Johann in Tirol	Austria	\N	LOIJ	1	Europe/Vienna
Thalmässing-Waizenhofen Airport	Thalmaessing	Germany	\N	EDPW	1	Europe/Berlin
Cochrane Airport	Cochrane	Canada	YCN	CYCN	-5	America/Toronto
Estadual Arthur Siqueira Airport	Braganca Paulista	Brazil	BJP	SBBP	-3	America/Sao_Paulo
Busselton Regional Airport	Brusselton	Australia	BQB	YBLN	8	Australia/Perth
Srednekolymsk Airport	Srednekolymsk	Russia	SEK	UESK	11	Asia/Srednekolymsk
Comarapa Airport	Salt Lake City	United States	\N	SLCR	-4	America/La_Paz
Inverell Airport	Inverell	Australia	IVR	YIVL	10	Australia/Sydney
Glen Innes Airport	Glen Innes	Australia	GLI	YGLI	10	Australia/Sydney
Ansbach-Petersdorf Airport	Ansbach	Germany	\N	EDQF	1	Europe/Berlin
Immokalee Regional Airport	Immokalee 	United States	IMM	KIMM	-5	America/New_York
Maranggo Airport	Sulawesi Tenggara	Indonesia	TQQ	WA44	8	Asia/Makassar
Rancho San Simeon Airport	Cambria	United States	\N	66CA	-8	America/Los_Angeles
Yichun Mingyueshan Airport	Yichun	China	YIC	ZSYC	8	Asia/Shanghai
Dinwiddie County Airport	Petersburg	United States	PTB	KPTB	-5	America/New_York
Kasongo Airport	Kasongo	Congo (Kinshasa)	\N	FZOK	2	Africa/Lubumbashi
McMurdo Station Pegasus Field	McMurdo Station	Antarctica	\N	NZPG	12	Antarctica/South_Pole
Klatovy Airport	Klatovy	Czech Republic	\N	LKKT	1	Europe/Prague
Sheboygan County Memorial Airport	Sheboygan	United States	SBM	KSBM	-6	America/Chicago
Fortescue - Dave Forrest Aerodrome	Cloudbreak	Australia	KFE	YFDF	8	Australia/Perth
Kangel Danda Airport	Kangel Danda	Nepal	\N	VNKL	5.75	Asia/Katmandu
Bajura Airport	Bajura	Nepal	BJU	VNBR	5.75	Asia/Katmandu
Chara Airport	Chara	Russia	\N	UIAR	9	Asia/Yakutsk
Herning Airport	Herning	Denmark	\N	EKHG	1	Europe/Copenhagen
Oberschleißheim Airfield	Schleissheim	Germany	\N	EDNX	1	Europe/Berlin
Pinal Airpark	Marana	United States	MZJ	KMZJ	-7	America/Phoenix
Glendale Municipal Airport	Glendale	United States	\N	KGEU	-7	America/Phoenix
Safford Regional Airport	Safford	United States	SAD	KSAD	-7	America/Phoenix
Verden-Scharnhorst Airfield	Verden	Germany	\N	EDWV	1	Europe/Berlin
Solomon Airport	Solomon	Australia	SLJ	YSOL	8	Australia/Perth
Nittenau-Bruck Airport	Nittenau	Germany	\N	EDNM	1	Europe/Berlin
Kerama Airport	Kerama	Japan	KJP	ROKR	9	Asia/Tokyo
Americana Airport	Americana	Brazil	\N	SDAI	-3	America/Sao_Paulo
Ekibastuz Airport	Ekibastuz	Kazakhstan	EKB	UASB	6	Asia/Qyzylorda
Adamovka	Adamovka	Russia	\N	UWOD	5	Asia/Yekaterinburg
Kvarkeno	Kvarkeno	Russia	\N	UWOH	5	Asia/Yekaterinburg
Sikeston Memorial Municipal Airport	Sikeston	United States	SIK	KSIK	-6	America/Chicago
Tetiaroa Airport	Tetiaroa	French Polynesia	TTI	NTTE	-10	Pacific/Tahiti
Floyd Bennett Memorial Airport	Queensbury	United States	GFL	KGFL	-5	America/New_York
Saratoga County Airport	Ballston Spa	United States	\N	K5B2	-5	America/New_York
Crystal River Airport	Crystal River	United States	\N	KCGC	-5	America/New_York
Martin State Airport	Baltimore	United States	MTN	KMTN	-5	America/New_York
Lincoln Regional Karl Harder Field	Lincoln	United States	\N	KLHM	-8	America/Los_Angeles
Fostoria Metropolitan Airport	Fostoria	United States	\N	KFZI	-5	America/New_York
Eastern Slopes Regional Airport	Fryeburg	United States	FRY	KIZG	-5	America/New_York
Coral Creek Airport	Placida	United States	\N	FA54	-5	America/New_York
Lakefront Airport	New Orleans	United States	NEW	KNEW	-6	America/Chicago
Coeur D'Alene - Pappy Boyington Field	Coeur d'Alene	United States	COE	KCOE	-8	America/Los_Angeles
Beaumont Municipal Airport	Beaumont	United States	BMT	KBMT	-6	America/Chicago
Vermilion Regional Airport	Danville	United States	DNV	KDNV	-6	America/Chicago
Coonabarabran Airport	Coonabarabran	Australia	COJ	YCBB	10	Australia/Sydney
Space Coast Regional Airport	Titusville	United States	TIX	KTIX	-5	America/New_York
Bumi Airport	Bumi Hills	Zimbabwe	BZH	FVBM	2	Africa/Harare
Warnervale Airport	Warnervale Airport	Australia	\N	YWVA	10	Australia/Sydney
Bouarfa Airport	Bouarfa	Morocco	UAR	GMFB	0	Africa/Casablanca
Nyeri Airport	NYERI	Kenya	NYE	HKNI	3	Africa/Nairobi
Andrau Airpark	Houston	United States	AAP	KAAP	-6	America/Chicago
Flying Cloud Airport	Eden Prairie	United States	FCM	KFCM	-6	America/Chicago
Likoma Island Airport	Likoma Island	Malawi	LIX	FWLK	2	Africa/Blantyre
Johnson County Executive Airport	Olathe	United States	OJC	KOJC	-6	America/Chicago
Sigiriya Air Force Base	Sigiriya	Sri Lanka	GIU	VCCS	5.5	Asia/Colombo
Neumünster Airport	Neumuenster	Germany	EUM	EDHN	1	Europe/Berlin
Tak Airport	Tak	Thailand	TKT	VTPT	7	Asia/Bangkok
Barrie-Orillia (Lake Simcoe Regional Airport)	Barrie-Orillia	Canada	YLK	CYLS	-5	America/Toronto
Huronia Airport	Midland	Canada	\N	CYEE	-5	America/Toronto
Markham Airport	Markham	Canada	\N	CNU8	-5	America/Toronto
Stanhope Municipal Airport	Haliburton	Canada	\N	CND4	-5	America/Toronto
Kawartha Lakes (Lindsay) Airport	Lindsay	Canada	\N	CNF4	-5	America/Toronto
Niagara District Airport	Saint Catherines	Canada	YCM	CYSN	-5	America/Toronto
Edenvale Aerodrome	Edenvale	Canada	\N	CNV8	-5	America/Toronto
Orillia Airport	Orillia	Canada	\N	CNJ4	-5	America/Toronto
